stg_voyage_id,title,start_date,end_date,owner,location,time_text,passengers_raw,additional_info,sources,additional_sources,notes
22,3\. 1933-05-14,1933-05-14,,"FDR (March, 4 1933 to April 12, 1945\)",Potomac River,11:20 \- 20:25,"[Franklin Delano Roosevelt](https://en.wikipedia.org/wiki/Franklin_D._Roosevelt) (POTUS), [Eleanor Roosevelt](https://en.wikipedia.org/wiki/Eleanor_Roosevelt) (First Lady), Mr. B. McFadden, [Marguerite Alice ""Missy"" LeHand](https://en.wikipedia.org/wiki/Marguerite_LeHand), [Col. Louis Howe](https://en.wikipedia.org/wiki/Louis_Howe) (Secretary to the President), Mrs. Mortimer, Misses Marya, Cippoli, Mary Holmes, Mr. [Stephen Early](https://en.wikipedia.org/wiki/Stephen_Early) (White House Press Secretary) and Mrs. Early (Helen Early, née Wrenn), [Capt. Walter N. Vernou](https://en.wikipedia.org/wiki/Walter_N._Vernou) (Naval Aide), Messrs. Colon (Secret Service) Jervis (Secret Service) , and [August ""Gus"" Adolph Gennerich](https://en.wikipedia.org/wiki/August_Adolph_Gennerich) (Secret Service).",,"[Sequoia Logbook 1933 (p 3\)](https://drive.google.com/file/d/1TrLed7K6YWkhboJQBe4UUZtTTqmuyfE6/view?usp=sharing), [1933-05-14 FDR Day by Day](http://www.fdrlibrary.marist.edu/daybyday/daylog/may-14th-1933/)","[1933.05.15\_Press\_and\_Sun\_Bulletin.jpg](https://drive.google.com/file/d/16QNUBxtUPatgyZSNjLR9sEO8a5zWd7fP/view?usp=drive_link) [1933.5.19\_Vidette\_Messenger\_of\_Porter\_County\_""FDR\_Plans\_New\_Deal\_on\_Sequoia""\_pg1.pdf](https://drive.google.com/file/d/1NgwjX6r4FRz-bZkH4doDvcuWj269AWVq/view?usp=drive_link) Possible McFadden: [Bernarr McFadden](https://en.wikipedia.org/wiki/Bernarr_Macfadden) (bodybuilder and health advocate, met with FDR in Warm Springs in 1931), [Louis Thomas McFadden](https://en.wikipedia.org/wiki/Louis_Thomas_McFadden) (Republican Congressman, but might have been a Nazi sympathizer so doubtful)",
23,4\. 1933-05-20 to 1933-05-21,1933-05-20,1933-05-21,"FDR (March, 4 1933 to April 12, 1945\)","Thomas Point, MD",14:25 20 May to 20:15 21 May,"[Franklin Delano Roosevelt](https://en.wikipedia.org/wiki/Franklin_D._Roosevelt) (POTUS), [Henry L. Roosevelt](https://en.wikipedia.org/wiki/Henry_L._Roosevelt) (Asst. Sec. of Navy) and Mrs. H.L. Roosevelt (Eleanor Roosevelt, née Morrow), [Lewis Williams Douglas](https://en.wikipedia.org/wiki/Lewis_Williams_Douglas) (Director of Budget) and his wife, [Col. Louis Howe](https://en.wikipedia.org/wiki/Louis_Howe) (Secretary to the President), [Marguerite Alice ""Missy"" LeHand](https://en.wikipedia.org/wiki/Marguerite_LeHand), [Capt Walter N. Vernou](https://en.wikipedia.org/wiki/Walter_N._Vernou) (Naval Aide), and Agent Wood (Secret Service) and [August ""Gus"" Adolph Gennerich](https://en.wikipedia.org/wiki/August_Adolph_Gennerich) (Secret Service).",,"[Sequoia Logbook 1933 (p 5\)](https://drive.google.com/file/d/1TrLed7K6YWkhboJQBe4UUZtTTqmuyfE6/view?usp=sharing), [1933-05-20 FDR Day by Day](http://www.fdrlibrary.marist.edu/daybyday/daylog/may-20th-1933/), [1933-05-21 FDR Day by Day](http://www.fdrlibrary.marist.edu/daybyday/daylog/may-21st-1933/) [1933.05.22\_The\_Nebraska\_State\_Journal\_""FDR\_Spends\_first\_night away\_from\_WH\_on\_Sequoia""\_pg1.pdf](https://drive.google.com/file/d/1zdXCXQPy_Qi5J-wiLVRIwkoOqyczxPnl/view?usp=drive_link)",,*Vidette Messenger* (UP) reported that the trip was intended to “work out details of \[FDR’s\] plan for the reorganization of government.” He wanted “to work undisturbed on one of the main factors of his new deal for the American people. (FDR) (MV)
24,5\. 1933-05-27 to 1933-05-28,1933-05-27,1933-05-28,"FDR (March, 4 1933 to April 12, 1945\)","Quantico, VA; Piney Point, MD; Mount Vernon, VA",15:15 on the 27th to 20:40 on the 28th,"[Franklin Delano Roosevelt](https://en.wikipedia.org/wiki/Franklin_D._Roosevelt) (POTUS), [William H. Woodin](https://en.wikipedia.org/wiki/William_H._Woodin) (Secretary of Treasury) and Mrs. Woodin (Annie Woodin, née Jessup), Rear Adm. [Cary T. Grayson](https://en.wikipedia.org/wiki/Cary_T._Grayson) (Medical Corps) and Mrs. Grayson (Alice Gertrude Grayson, née Gordon), [Marguerite Alice ""Missy"" LeHand](https://en.wikipedia.org/wiki/Marguerite_LeHand), [Capt. Walter N. Vernou](https://en.wikipedia.org/wiki/Walter_N._Vernou) (Naval Aide), James A. Hollinger (Secret Service) and [August ""Gus"" Adolph Gennerich](https://en.wikipedia.org/wiki/August_Adolph_Gennerich) (Secret Service) | 5/28/1933 Mr. [James Roosevelt](https://en.wikipedia.org/wiki/James_Roosevelt) and Mrs. James Roosevelt [(Betsey Cushing Roosevelt Whitney)](https://en.wikipedia.org/wiki/Betsey_Cushing_Roosevelt_Whitney), and Mr. John Sargent (Partners with James Roosevelt in insurance and liquor business) and Mrs. John Sargent (Katherine Sargent, nee \*\*) joined by an amphibious plane.","Passengers experienced a storm (see: “Storms. TIME Magazine, 0040781X, 6/5/1933, Vol. 21, Issue 23: 1933-05-27” in google books doc for more info)","[Sequoia Logbook 1933 (p 9\)](https://drive.google.com/file/d/1TrLed7K6YWkhboJQBe4UUZtTTqmuyfE6/view?usp=sharing), [1933-05-27 FDR Library \- FDR Day by Day](http://www.fdrlibrary.marist.edu/daybyday/daylog/may-27th-1933/), [1933-05-28 FDR Library FDR Day by Day](http://www.fdrlibrary.marist.edu/daybyday/daylog/may-28th-1933/)","[1933.05.29\_The\_Minneapolis\_Star\_pg5.jpg](https://drive.google.com/file/d/16qJuagZZMUkYttOiZ6keMwJi_7TZxkct/view?usp=drive_link) [JFK Library \- John F. Cahill, Oral History Interview — 9/27/1967](https://www.jfklibrary.org/sites/default/files/archives/JFKOH/Cahill%2C%20John%20F/JFKOH-JFC-01/JFKOH-JFC-01-TR.pdf) Joe Kennedy, James Rossevelt and John Sargent in “liquor business together” [1933-12-25 Time Magazine](http://content.time.com/time/subscriber/article/0,33009,746634,00.html) “Kermit Roosevelt and John Sargent, the insurance partner of James Roosevelt, took seats on the Tack board” [1933-06-01 FDR Speech at Commencement Exercises at the Naval Academy](http://www.fdrlibrary.marist.edu/_resources/images/msf/msf00653) [\[Storms. TIME Magazine, 0040781X, 6/5/1933, Vol. 21, Issue 23](http://content.time.com/time/subscriber/article/0,33009,745608,00.html)\] “Hardly less severe was the political storm President Roosevelt and Secretary Woodin left behind them that day in Washington. The Senate Banking & Currency Committee's investigation had revealed that in 1929 Mr. Woodin, then president of American Car & Foundry, had been let in on profitable stock deals as a preferred customer of the House of Morgan (see p. 51)”","On May 27, 1933, Congress passed the Securities Act. The “truth in securities” law, as it came to be known, required the disclosure of certain information to investors in order to prevent fraud and it established the Securities and Exchange Commission. (FDR) (MV)"
25,6\. 1933-06-04,1933-06-04,,"FDR (March, 4 1933 to April 12, 1945\)",DC Navy Yard,10:45 \- 19:12,"[Franklin Delano Roosevelt](https://en.wikipedia.org/wiki/Franklin_D._Roosevelt) (POTUS), Senator [Joseph Taylor Robinson](https://en.wikipedia.org/wiki/Joseph_Taylor_Robinson) (D-AR; Majority Leader) and Mrs. Robinson (Ewilda “Billy” Grady Robinson, née Miller), [Capt. Walter N. Vernou](https://en.wikipedia.org/wiki/Walter_N._Vernou) (Naval Aide), [Mr. Jonas Lie](https://en.wikipedia.org/wiki/Jonas_Lie_\(painter\)), Miss Sonja “Mimsy” Lie (Jonas Lie’s daughter, [Col. Louis M. Howe](https://en.wikipedia.org/wiki/Louis_Howe) (Secretary to the President), [Marguerite Alice ""Missy"" LeHand](https://en.wikipedia.org/wiki/Marguerite_LeHand), [Miss Grace G. Tully](https://en.wikipedia.org/wiki/Grace_Tully) (Assistant to Missy LeHand), Miss Paula Tully (Grace Tully’s sister who also worked in the White House), Mr. Clark (Secret Service) and [August ""Gus"" Adolph Gennerich](https://en.wikipedia.org/wiki/August_Adolph_Gennerich) (Secret Service)",,"[Sequoia Logbook 1933 (p 3\)](https://drive.google.com/file/d/1RrYQAP0IQ7Ay249xS89QBtMcM4YBVtyK/view?usp=sharing),","[1933-06-04 FDR Day by Day](http://www.fdrlibrary.marist.edu/daybyday/daylog/june-4th-1933/) [Jonas Lie \- Artist Profile \- HL Chalfant](http://www.hlchalfant.com/artists/jonas-lie) [NORWEGIANS IN NEW YORK 1825-1925 By A. N. RYGG, LL.D \- (Jonas Lie) P192, 193](http://Norwegiansinnewy00rygg_djvu.txt) [1942-07-16 NYT- *“TROTH ANNOUNCED OF MISS SONJA LIE” \- Page 16*](https://nyti.ms/3aBpi2y) [Sonja Lie \- Geni.com](https://www.geni.com/people/Sonja-Lie/6000000016729038931) The [**London Economic Conference**](https://en.wikipedia.org/wiki/London_Economic_Conference) was a meeting of representatives of 66 nations from June 12 to July 27, 1933 at the [Geological Museum](https://en.wikipedia.org/wiki/Geological_Museum) in [London](https://en.wikipedia.org/wiki/London). Its purpose was to win agreement on measures to fight the [Great Depression](https://en.wikipedia.org/wiki/Great_Depression), revive international trade, and stabilize [currency](https://en.wikipedia.org/wiki/Currency) [exchange rates](https://en.wikipedia.org/wiki/Exchange_rates). It collapsed after it was ""torpedoed"" by US President [Franklin D. Roosevelt](https://en.wikipedia.org/wiki/Franklin_D._Roosevelt) in early July when he denounced currency stabilization.","“In 1933, Lie painted a picture of Amberjack II, a yacht on which President Roosevelt cruised, and presented it to the President. It now hangs in the oval room of the White House.” “A beautiful painting, ""Herring Cove at Dawn"", painted on the New England coast was purchased by a group of Norwegian Americans in New York for presentation to Crown Prince Olav of Norway and Princess Martha of Sweden at the time of their wedding in 1929\. It hangs in their home at Skaugum.”"
26,1933-06-11,1933-06-11,,"FDR (March, 4 1933 to April 12, 1945\)",Potomac River,14:20 \- 18:55,"[Capt. Walter N. Vernou](https://en.wikipedia.org/wiki/Walter_N._Vernou) (Naval Aide), [Col. Louis Howe](https://en.wikipedia.org/wiki/Louis_Howe) (Secretary to the President), [Miss Grace Tully](https://en.wikipedia.org/wiki/Grace_Tully), Miss Paula Tully (Grace Tully’s sister who also worked in the White House), Mr. [Stephen Early](https://en.wikipedia.org/wiki/Stephen_Early) and Mrs. Early (Helen Early, née Wrenn), Mr. [Hartley Howe](https://wpthistory.org/2014/07/hartley-howe/), Miss Mary Holmes, Miss Helen Early (Stephen Early’s daughter), Stephen T. Early Jr (Stephen Early’s son), Mr. [Robert Baker](https://baas.aas.org/pub/2021i0325/release/1) and Mrs. Baker (Mary Baker, née Howe), David C. Stewart Jr.",Logbook incorrectly spelled Stephen Early’s name as ‘Steven.’,[Sequoia Logbook 1933 (p 5\)](https://drive.google.com/file/d/1RrYQAP0IQ7Ay249xS89QBtMcM4YBVtyK/view?usp=sharing),,
27,1933-06-16 to 1933-06-19,1933-06-16,1933-06-19,"FDR (March, 4 1933 to April 12, 1945\)","Mount Vernon, VA; Quantico, VA; Chesapeake Bay; Cornfield Harbor, MD; Piney Point, MD; Blackistone and Heron Islands, MD",18:10 on 06-16 – 09:02 on 06-19,"[Henry L. Roosevelt](https://en.wikipedia.org/wiki/Henry_L._Roosevelt) (Asst. Sec. of Navy) and his wife Mrs. H.L. Roosevelt (Eleanor Roosevelt, née Morrow), Mr. [Morrow Roosevelt](https://www.findagrave.com/memorial/127340000/william-morrow-roosevelt) (Son of Mr. and Mrs. H.L Roosevelt) and his wife Mrs. Morrow Roosevelt (Gwendolen Ethné Grazel St. Barbe “Gwen” Roosevelt, née Harrison ), Mr. Trobridge Roosevelt, [Eleanor Roosevelt](https://en.wikipedia.org/wiki/Eleanor_Roosevelt) (First Lady), Miss Sallie Gardner, Mr. John Wilkins, Lt. Cmdr. [Aaron S. Merrill](https://en.wikipedia.org/wiki/Aaron_S._Merrill) “Tip” (Aide to Asst Sec. Roosevelt) and his wife Mrs. A.S. Merrill ([Louise Gautier Merrill, née Witherbee](https://chroniclingamerica.loc.gov/lccn/sn83045774/1922-01-28/ed-1/seq-11/ocr.txt))",,[Sequoia Logbook 1933 (p 7\)](https://drive.google.com/file/d/1RrYQAP0IQ7Ay249xS89QBtMcM4YBVtyK/view?usp=sharing) Is Mr. Trobridge Roosevelt actually [https://en.wikipedia.org/wiki/Harold\_Trowbridge\_Pulsifer](https://en.wikipedia.org/wiki/Harold_Trowbridge_Pulsifer) ?,,
28,1933-06-24 to 1933-06-25,1933-06-24,1933-06-25,"FDR (March, 4 1933 to April 12, 1945\)","Mount Vernon, VA; Blackistone and Heron Islands, MD",13:20 (06-24) – 18:00 (06-25),"[Claude Augustus Swanson](https://en.wikipedia.org/wiki/Claude_A._Swanson) (Sec. of the Navy) and Mrs. Swanson ([Lulie Lyons Swanson, née Hall](http://www.historichampshire.org/swanson/lulie.htm)), [Admiral Mark Bristol](https://en.wikipedia.org/wiki/Mark_Lambert_Bristol) and Mrs. Bristol, Mr. and Mrs. M.L. Oden, Mr. G. Hall",,[Sequoia Logbook 1933 (p 15\)](https://drive.google.com/file/d/1RrYQAP0IQ7Ay249xS89QBtMcM4YBVtyK/view?usp=sharing),,
29,1933-06-29,1933-06-29,,"FDR (March, 4 1933 to April 12, 1945\)",Potomac River,17:30 \- 21:55,"[Henry L. Roosevelt](https://en.wikipedia.org/wiki/Henry_L._Roosevelt) (Asst. Sec. of Navy) and Mrs. H.L. Roosevelt (Eleanor Roosevelt, née Morrow), eight unnamed guests",,[Sequoia Logbook 1933 (p 19\)](https://drive.google.com/file/d/1RrYQAP0IQ7Ay249xS89QBtMcM4YBVtyK/view?usp=sharing),,
30,1933-07-01 to 1933-07-02,1933-07-01,1933-07-02,"FDR (March, 4 1933 to April 12, 1945\)","Blackistone and Heron Islands, MD",13:25 (07-01) – 18:50 (07-02),"[Sec. of Navy Claude Swanson](https://en.wikipedia.org/wiki/Claude_A._Swanson) with Mr. Douglas Hall (Secretary Swanson’s step-son), [Captain](https://en.wikipedia.org/wiki/Joseph_D._Wood) and Mrs. Wood, The Misses White, Miss Lindsey, Mr. Bob Walker, Mr. Oden",,[Sequoia Logbook 1933 (p 3\)](https://drive.google.com/file/d/1_gfWyYd_JSHeRP4FYGFv6I70ahxW0HEc/view?usp=sharing),,
31,1933-07-04,1933-07-04,,"FDR (March, 4 1933 to April 12, 1945\)","Sequoia departed the Washington Navy Yard shortly, cruising southward along the Potomac River toward Fort Washington before returning. The yacht was decorated with American flags and the colors of various Latin American republics.",Departed shortly after 3:00 p.m.,"Captain Walter Vernou commanded Sequoia, assisted by Wilbur Carr, Francis White, and William Dawson of the State Department.",,"\- Señor Dr. Don [Manuel Téllez](https://en.wikipedia.org/wiki/Manuel_C._Téllez) (Mexico, Ambassador) \- Señor Don [Esteban Gil Borges](https://en.wikipedia.org/wiki/Esteban_Gil_Borges) (Venezuela, Minister) \- Señor Don [Rafael Brache](https://www.wikiwand.com/en/articles/Rafael_Brache) (Dominican Republic, Minister) \- Señor Dr. Don [Guillermo Belt Ramírez](https://rowman.com/ISBN/9781498592284/An-Instrument-of-Peace-The-Full-Circled-Life-of-Ambassador-Guillermo-Belt-Ram%C3%ADrez) (Cuba, Ambassador) https://time.com/archive/6774409/u-s-at-war-senor-senora/",,"\- Dr. Don Joaquín Méndez (El Salvador, Ambassador) \- Señor Don Donato Aguirre (Argentina, Minister) \- Señor Don Felipe de Espil (Argentina, Counselor) \- Señor Don Pedro de Alba (Mexico, Minister) \- Additional diplomatic staff from various Latin American countries Pages 101 to 106 (July 1 to July 5, 1933\) missing from relevant Sequoia logbook (FDR) (MV)"
32,7\. 1933-07-08 to 1933-07-09,1933-07-08,1933-07-09,"FDR (March, 4 1933 to April 12, 1945\)","Mattawoman Creek, MD; Mount Vernon, VA",16:00 (1933-07-08) – 15:30 (1933-07-09),"[Franklin Delano Roosevelt](https://en.wikipedia.org/wiki/Franklin_D._Roosevelt) (POTUS), [Homer Stille Cummings](https://en.wikipedia.org/wiki/Homer_Stille_Cummings) (Attorney General) and Mrs. Cummings (Mary Cecilia Cummings, née Waterbury), [Col. Louis M. Howe](https://en.wikipedia.org/wiki/Louis_Howe) (Secretary to the President), [Capt. Walter N. Vernou](https://en.wikipedia.org/wiki/Walter_N._Vernou) (Naval Aide), Mr. Grady, [Marguerite Alice ""Missy"" LeHand](https://en.wikipedia.org/wiki/Marguerite_LeHand), [August ""Gus"" Adolph Gennerich](https://en.wikipedia.org/wiki/August_Adolph_Gennerich) and Mr. Towslee (Secret Service)","FDR confers with Marine officers at Quantico about [Sergeants’ Revolution in Cuba](https://en.wikipedia.org/wiki/Sergeants%27_Revolt) before embarking on *Sequoia;* “Returned from boat trip. Pressed button in basement oval room to open bridge between San Francisco and Oakland, CA.”",,[1933.07.09\_Fort\_Worth\_Star\_Telegram.jpg](https://drive.google.com/file/d/14f-kQDHqqAog4aEzS-nljh3YBLmrn3qF/view?usp=drive_link),
